Date,Close_JPM,High_JPM,Low_JPM,Open_JPM,Volume_JPM,TotalRevenue,GrossProfit,OperatingIncome,NetIncome,TotalAssets,TotalLiab,CommonStock,OperatingCashFlow,CapEx,DebtToEquity,FreeCashFlow
2025-09-17,311.75,312.9100036621094,308.7699890136719,310.3900146484375,8657800,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-18,313.2300109863281,313.44000244140625,309.6099853515625,311.7900085449219,8050700,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-19,314.7799987792969,315.79998779296875,309.1199951171875,313.6000061035156,23568600,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-22,312.44000244140625,313.70001220703125,309.55999755859375,309.79998779296875,7520200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-23,312.739990234375,316.30999755859375,310.5799865722656,311.82000732421875,8584400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-24,313.4200134277344,316.5799865722656,311.6700134277344,314.04998779296875,7310500,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-25,313.45001220703125,315.6499938964844,311.79998779296875,314.1199951171875,7083200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-26,316.05999755859375,317.80999755859375,313.70001220703125,314.8999938964844,7258100,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-29,315.69000244140625,318.010009765625,313.6600036621094,317.05999755859375,6462400,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-09-30,315.42999267578125,317.4100036621094,310.1099853515625,316.25,11823300,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
2025-10-01,310.7099914550781,314.5899963378906,307.4100036621094,313.9700012207031,9235200,44882000000.0,,,14987000000.0,4552482000000.0,,4105000000.0,,,,
