Price,Close,High,Low,Open,Volume,SharesOutstanding,TrailingPE,ForwardPE,EarningsPerShare
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,
Date,,,,,,,,,
2020-09-15,112.3878173828125,115.5880598889027,110.51047170055435,115.10170098076587,184642000,14840390000,39.018208,30.942238,6.59
2020-09-16,109.07084655761719,112.83526719517445,108.98330551595791,112.08627773862457,154679000,14840390000,39.018208,30.942238,6.59
2020-09-17,107.32966613769531,109.13892163117578,105.74413897781598,106.72658592069983,178011000,14840390000,39.018208,30.942238,6.59
2020-09-18,103.9251708984375,107.85495187903756,103.19563251538361,107.38805146978207,287104900,14840390000,39.018208,30.942238,6.59
2020-09-21,107.0767822265625,107.18378178328017,100.28720839881021,101.68792447129736,195713800,14840390000,39.018208,30.942238,6.59
2020-09-22,108.75955200195312,109.78090844595107,106.18185631030879,109.60581898187274,183055400,14840390000,39.018208,30.942238,6.59
2020-09-23,104.19751739501953,109.05137639314981,103.85706028034124,108.5747468223456,150718700,14840390000,39.018208,30.942238,6.59
2020-09-24,105.26753234863281,107.24214849866884,102.13537952254174,102.30073978447857,167743300,14840390000,39.018208,30.942238,6.59
2020-09-25,109.21675109863281,109.37238950555708,104.7325215412831,105.471789131678,149981400,14840390000,39.018208,30.942238,6.59
2020-09-28,111.82362365722656,112.17380261589848,109.70309881693417,111.87226250974926,137672400,14840390000,39.018208,30.942238,6.59
2020-09-29,110.97736358642578,112.16408041867875,110.47155362609944,111.42482027829774,99382200,14840390000,39.018208,30.942238,6.59
2020-09-30,112.65042877197266,114.06087381847615,110.52018216302427,110.68554238257225,142675200,14840390000,39.018208,30.942238,6.59
2020-10-01,113.60371398925781,114.50834184995564,112.66990578164197,114.430522644009,116120400,14840390000,39.018208,30.942238,6.59
2020-10-02,109.93656921386719,112.2224621206602,109.1583993790266,109.81011856378328,144712000,14840390000,39.018208,30.942238,6.59
2020-10-05,113.32161712646484,113.46752627225055,110.45210275141814,110.80228173280487,106243800,14840390000,39.018208,30.942238,6.59
2020-10-06,110.07276916503906,112.95201346876634,109.18759224919344,112.54346628078035,161498200,14840390000,39.018208,30.942238,6.59
2020-10-07,111.94036102294922,112.39753955518432,111.01627470298001,111.49291174621311,96849000,14840390000,39.018208,30.942238,6.59
2020-10-08,111.83335876464844,113.22434541737783,111.46372127712412,113.07843627342072,83477200,14840390000,39.018208,30.942238,6.59
2020-10-09,113.77882385253906,113.80800420467884,111.78474901549583,112.13492808367171,100506900,14840390000,39.018208,30.942238,6.59
2020-10-12,121.00608825683594,121.76480690611335,116.02577075981998,116.78448940909738,240226800,14840390000,39.018208,30.942238,6.59
2020-10-13,117.79612731933594,121.96908768608209,116.38568943923732,121.85235887523848,262330500,14840390000,39.018208,30.942238,6.59
2020-10-14,117.88367462158203,119.67347184273211,116.35650794568298,117.69885586154554,150712000,14840390000,39.018208,30.942238,6.59
2020-10-15,117.41675567626953,117.8933852834975,114.92660067544894,115.48104948176437,112559200,14840390000,39.018208,30.942238,6.59
2020-10-16,115.77287292480469,118.23385526990404,115.56860307094232,117.97121729976094,115393800,14840390000,39.018208,30.942238,6.59
2020-10-19,112.81581115722656,117.1346730450766,112.50454176511802,116.68722375774855,120639300,14840390000,39.018208,30.942238,6.59
2020-10-20,114.3040542602539,115.73395040729928,112.47534031056462,113.02978907969988,124423700,14840390000,39.018208,30.942238,6.59
2020-10-21,113.68152618408203,115.47132328298426,113.27297908868262,113.48697818121386,89946000,14840390000,39.018208,30.942238,6.59
2020-10-22,112.59208679199219,114.81961147307034,111.4637305673421,114.24570410467129,101988000,14840390000,39.018208,30.942238,6.59
2020-10-23,111.9014663696289,113.37027245377989,111.16219869915412,113.21463402999635,82572600,14840390000,39.018208,30.942238,6.59
2020-10-26,111.91116333007812,113.37023973635687,109.80036048884763,110.8995361311753,111850700,14840390000,39.018208,30.942238,6.59
2020-10-27,113.41889190673828,114.08034029540528,111.41509565044463,112.3391745749253,92276800,14840390000,39.018208,30.942238,6.59
2020-10-28,108.16619873046875,112.28079761799923,108.06892845060031,111.91116758600046,143937800,14840390000,39.018208,30.942238,6.59
2020-10-29,112.1738052368164,113.73988133267714,109.13892333116605,109.30429098085882,146129200,14840390000,39.018208,30.942238,6.59
2020-10-30,105.89006042480469,108.93466447069503,104.78116272521534,108.03003661879342,190272600,14840390000,39.018208,30.942238,6.59
2020-11-02,105.80250549316406,107.66039994190102,104.39206773628062,106.13323338437135,122866900,14840390000,39.018208,30.942238,6.59
2020-11-03,107.42694854736328,108.44829771179337,105.76360211850799,106.66822990485883,107624400,14840390000,39.018208,30.942238,6.59
2020-11-04,111.81391143798828,112.43645025464208,109.2848465676762,111.02601237155882,138235500,14840390000,39.018208,30.942238,6.59
2020-11-05,115.7825927734375,116.35650010587017,113.68152628924997,114.73205582071998,126387100,14840390000,39.018208,30.942238,6.59
2020-11-06,115.65103149414062,116.1479679635879,113.15657337187919,115.2905023980274,114457900,14840390000,39.018208,30.942238,6.59
